
      startTime,endTime,endpointSelector,namespaceNames,namespaceSelector,serviceAccountNames,serviceAccountSelectors,endpointsNumIngressProtected,endpointsNumEgressProtected,endpointsNumIngressUnprotected,endpointsNumEgressUnprotected,endpointsNumIngressFromInternet,endpointsNumEgressToInternet,endpointsNumIngressFromOtherNamespace,endpointsNumEgressToOtherNamespace,endpointsNumEnvoyEnabled
2022-02-12T16:00:00Z,2022-02-13T16:00:00Z,pci == "true",,,,,13,13,0,0,13,0,13,13,0
